id,username,name,description,location,followers,following,tweets,listed,verified,verified_type,created_at,profile_image_url
1992038421318205440,tingxinzhongyu,听羽 🏳️‍⚧️,176 65kg｜mtf ｜Best friend @kanonobambi ｜ ｜hrt 2025.11.21-2026.2.13🍥｜我想要很多很多的爱｜永远的可爱姐姐@jikeOjk7623 ｜@HappyHejsDay的兵！｜超温柔妹妹@sophhhsama @axzamyzed！,,741,469,2735,3,False,,2025-11-22T01:12:34.000Z,https://pbs.twimg.com/profile_images/2028106888488026112/tHHVMk_N_normal.jpg
1991445096013918208,SakurabaEma_ITN,英酱猫猫🍥,｜真理不靠雷霆落，破尽谎言路自开｜以是非定立场而不是以立场定是非｜主人老婆 @KOISHI_IV｜“我希望有一天，所有人都能站在自由民主平等的蓝天之下”｜,马斯克的祖坟头上,657,98,1038,3,False,,2025-11-20T09:54:50.000Z,https://pbs.twimg.com/profile_images/1991445156823003136/fQqmo6Tk_normal.jpg
1989517742127652866,AGNK_553,AG553🏳️‍⚧️,"2025.11 重生喵~
一般路过 可以叫我553
09 MTX？
（负能量预警）
大多数时候图文无关qwq
没回fo是没看到可以评论咪
看黄男&粉红勿扰
简介编辑中…",浮肿引诱社绝赞成立筹划中,759,1532,2906,2,False,,2025-11-15T02:17:39.000Z,https://pbs.twimg.com/profile_images/2009425649296134149/7XVRu4Xs_normal.jpg
1989194662486429697,projtransworld,TransWorld🏳️‍⚧️,A information sharing platform for trans/自由的跨性别相关信息交流平台,Canada,441,16,55,4,False,,2025-11-14T04:52:46.000Z,https://pbs.twimg.com/profile_images/1989195233331146752/FOvC-DOE_normal.jpg
1988674513517834244,mikanmkx,みかんミックス🍥,🍥🏳‍⚧ | ZH/EN/JA | HRT 20260401 | nsyc | Aqours🍊 | Poppin'Party✨ | MyGO!!!!!🐧 | Aviation✈ | (Astro)Photography🌌📷 | PhD Student | LLM/Multimodal | 同类互fo,WUH | SAN | LAX | SDJ,136,144,214,1,False,,2025-11-12T18:25:36.000Z,https://pbs.twimg.com/profile_images/2029730465037631488/z05x8FYU_normal.jpg
1984997071435489280,NianKui59953,葉落風隨🍥,mtf🏳️‍⚧️（无证无糖）|179cm/47kg|社恐&表达障碍（不怎么会说话...）|永远14岁|互fo欢迎|可交朋友喵,,454,1113,769,1,False,,2025-11-02T14:52:51.000Z,https://pbs.twimg.com/profile_images/2051665313440337920/Li2spKXN_normal.jpg
1984321775333937152,Epheiamoe,Epheia,主要账号@nyaepheia,Japan,42,19,35,1,False,,2025-10-31T18:09:28.000Z,https://pbs.twimg.com/profile_images/2027373919360163840/Gz8Pb5MH_normal.jpg
1983706016698265601,XiaotuanTeaMoon,壊れた星🍥,お帰りなさい、ご主人様,,33,266,2,1,False,,2025-10-30T01:23:02.000Z,https://pbs.twimg.com/profile_images/2052750196216672256/a3JoLWvj_normal.jpg
1983420652981010432,dissolvingspace,小溶🏳️‍⚧️🍥,🏳️‍⚧️🍥00年大龄MTF（HRT 始于2025.10）丨🟣INTP  丨📍原籍山东，现常居武汉 丨抗郁治疗中〡爱人@Cubic929,武汉市,1074,347,896,2,False,,2025-10-29T06:29:01.000Z,https://pbs.twimg.com/profile_images/2001162086848847873/PbkAI_vQ_normal.jpg
1982449259774656512,smiroyama,Smirnova 🏳️‍⚧️🍡,"sharing and making some funny memes
Developing https://t.co/pJ9VtduSxe 🍥
friends🥰: @Huang_Yut1ng @fukui_p26 @qianxunchan",绪山寺,4688,2198,6268,13,False,,2025-10-26T14:08:58.000Z,https://pbs.twimg.com/profile_images/2046272487093313536/37Hos-Hz_normal.jpg
1981697698685419520,yue_li63632,黎木浅月🍥,时间是一条无尽的河流，只有学会顺流而下的人，才能感受它的温柔,重庆 沙坪坝区,206,851,2696,1,False,,2025-10-24T12:22:21.000Z,https://pbs.twimg.com/profile_images/1993299149983563779/FnjblfVR_normal.jpg
1980236829455511552,PaulDrizzyvlni,happiness🏳️‍⚧️,恢覆出廠 25.11.18🏳️‍⚧️🍥|香山陰暗女高|粵內勢力|重度抑郁患者|精神支持：保羅喬治|一定會好的吧|愛好睡覺🐱|好姐姐 @HappyHejsDay | 對象@shixveriya 🥰 |可愛姊妹@shiyaoshiwo |安卓小號 @PG13LD77,"Palmdale, California, USA",2455,1344,4642,7,False,,2025-10-20T11:37:56.000Z,https://pbs.twimg.com/profile_images/2029097178988425216/wR_-2rgN_normal.jpg
1975075608481947648,xnnhcm5033,是初音啊 🏳️‍⚧️🍥,"喵~，初次见面，请多关照。丨14岁无证含糖丨丨上学中的初二生😭|全绵阳最小的mtf。丨小南梁丨丨CR迷丨丨偶像初音ミク丨丨11.12.12丨
丨喜欢打音游丨丨同时也会写作文呀喵~丨
 丨同类互fo喵丨

mtf/火车迷",国铁成局绵阳车务段（时不时跨局）,695,632,439,2,False,,2025-10-06T05:48:34.000Z,https://pbs.twimg.com/profile_images/1984406146430758912/oOyQLgDn_normal.jpg
1972363680198361088,dnshu135734,淡水,"嗯………不喜欢给自己加标签但是看起来肯定很极端的废物吧｜烂人｜只依靠一个人能否活下去呢，想把自己献给最喜欢的人
超级可爱的恋人喵@Aureliax17QwQ",,21,2,1946,4,False,,2025-09-28T18:12:15.000Z,https://pbs.twimg.com/profile_images/1973384690410356736/1F0gknLf_normal.jpg
1967101726739361792,QiChen520h,福福OvO🍥🏳️‍⚧️,17岁小药娘/无证含糖🍬/已出柜/家长不管党/26.1.15hrt🏳️‍⚧️/射手座♐️/双相/心境/重度焦虑抑郁/08.11.29出厂/174cm50kg/谢谢关注喵,福福的梦…,165,44,89,1,False,,2025-09-14T05:43:05.000Z,https://pbs.twimg.com/profile_images/2050171269291941888/8uT0c83z_normal.jpg
1966145959093743622,Triple_colors_,薄荷喵的手账🍥🏳️‍⚧️,"MTF🍥｜2004.07.24｜南京xyn｜爱哭｜
想和同类贴贴｜（ENFJ）｜高敏感自卑人格
2025/11/23🍥｜hrt2025/12/21
        最爱的人：@流星下的雨🍥",NanJing,123,103,130,1,False,,2025-09-11T14:25:18.000Z,https://pbs.twimg.com/profile_images/2000180424153210882/XubTymBU_normal.jpg
1960198897827282944,Neko_nya2026,nya🍥🏳️‍⚧️,mtf/⚠️究极负面警告⚠️,猫猫の窝,647,957,1146,2,False,,2025-08-26T04:33:47.000Z,https://pbs.twimg.com/profile_images/2039372266392477696/TKfpldWL_normal.jpg
1959893383633358848,Cbscfe,Cbscfe🍥,"马斯克我错了，让把我账号改成恐龙吧
---
信仰Cbscfe
成为Cbscfe

Cbscfe 不是 Cb
Cb 属于 Cbscfe

Minecraft""指令师"" 不会多少就是
冷知识 头像颜色有#CB5CFE
---
好了伤疤忘了疼
---
励志变成精神病

(outdated sync)
---

湖州",minecraft:the_end,469,531,4916,1,False,,2025-08-25T08:19:40.000Z,https://pbs.twimg.com/profile_images/1980093920013918208/69qMwGpP_normal.jpg
1955980103688790017,aaarjkk,𝗮𝟬𝗯𝕽𝕵𝕶𝖐𝓨𝓣喵！,活在幻想中▯😉希望咱们都能开开心心▯成绩倒数▯26年中考▯小号@a0brjkk▯⛏🅪𝙼𝚒𝚗𝚎𝚌𝚛𝚊𝚏𝚝player▯选择性互Follow(?)▯171cm▯52.8kg(胖了好多😭😭😭)▯🎂10/14/2010,万达广场,609,703,1697,2,False,,2025-08-14T13:09:47.000Z,https://pbs.twimg.com/profile_images/2050077701369913344/eD9OlVgW_normal.jpg
1955218488185982980,bbbkamen,一颗地雷/柒酱,传奇耐电王/MTX/出厂日09.7.11/友跨/高二物化生/不政/🍥凝胶💊OD/正在关注圈子情况/前世@aaakamen,中国河北,139,326,175,1,False,,2025-08-12T10:43:18.000Z,https://pbs.twimg.com/profile_images/2040938841524301824/DBpinweT_normal.jpg
1954966290424111104,zemumiao,泽木🍥喵~(糖商),"26.3.2无证含糖🍥/本人极度缺爱/
同互fo/超级爱各位宝宝❤️❤️❤️(˵¯͒〰¯͒˵)需要了解🍥的宝子可以墙内私聊（qq：2771943650）/联系不上tg同号",,487,255,81,2,False,,2025-08-11T18:01:09.000Z,https://pbs.twimg.com/profile_images/2040836964291952641/EQgFvA9V_normal.jpg
1951698283040276481,JamesKe133,🍥JamesKe🍥,,,53,155,5,1,False,,2025-08-02T17:35:22.000Z,https://pbs.twimg.com/profile_images/2027302045028585472/wuPz12KO_normal.jpg
1950148290122829824,Exp_MEMZ233,Explorer-MEMZ233,2009.8.20出厂/周一到周五上课/民主社会主义/🏳️‍🌈🏳️‍⚧️LGBT友好/有时会见证/互fo,,42,198,156,1,False,,2025-07-29T10:56:11.000Z,https://pbs.twimg.com/profile_images/2037621715615027200/kekGR_kL_normal.jpg
1946799807366082560,LeavesMao,🍼猫猫叶TheCat🏳️‍⚧️🍥,"🍥🏳️‍⚧️ she / 猫猫叶！
2009.05.23 | 独居中… | 浙江 杭州 | INFP | #Minecraft | 最好的姐姐 @xiey57828 | 胆小爱哭想被爱… | 喜欢可爱的人事物  | 同类互fo喵 | 希望大家都可以开开心心的 /ᐠ ｡‸ ｡ᐟ\
猫猫叶… @DontLeaveMao",猫窝,434,329,646,1,False,,2025-07-20T05:10:28.000Z,https://pbs.twimg.com/profile_images/2031592264678649856/zRvlBMu1_normal.jpg
1945200532471341056,LuLuCapcake,哈气的哈基露🍥🏳️‍⚧️（完全淡推）,"我会坚持走我自己的道路下去.....无论发生什么

生产日期2008-03-08 HRT2025-07-05 什么技能也不会 初中辍学 正在努力攒钱 25岁之前完成srs  目前社交停止，不会聊天什么的
姐姐@DragonCat345718 
ADHD 双向情感障碍
（长时间淡推）",你的心里,1210,323,561,4,False,,2025-07-15T19:15:31.000Z,https://pbs.twimg.com/profile_images/2043274868016496640/7s_oDD0A_normal.jpg
1944634025076985856,ExplorerBlueSky,妙算小甜†🍥🏳️‍⚧️,MtF｜物理｜天文｜飞友｜地铁迷｜2010.08.11,,32,127,81,1,False,,2025-07-14T05:44:30.000Z,https://pbs.twimg.com/profile_images/2025151754963423232/-rOQdpB5_normal.jpg
1943936719398834176,btlg373609,轩轩🍥🏳️‍⚧️,2011年的透明小药娘/无证含糖🍥166/48kg/hrt：2025.6.9  同类互fo  主人@dsyOyrzx9s4bhmt,,195,392,30,1,False,,2025-07-12T07:34:34.000Z,https://pbs.twimg.com/profile_images/1974745383965208576/lM_nIDnZ_normal.jpg
1943197408386813953,QingMeimm,青梅🍥,06年的小药药🍥🏳️‍⚧️  ▏HRT25. 11.3   ▏不键政不od不割手不瑟瑟   ▏可能是双向   ▏情绪不算太稳定会有负能   ▏同类欢迎来互fo   ▏音游这块只会4k    ▏喵～～总之就是最爱的露露喵～～@Yayoi_Ciallo  ▏逃生舱@qingmei620,被窝,1202,392,538,2,False,,2025-07-10T06:36:11.000Z,https://pbs.twimg.com/profile_images/2009554100581724160/85mR_s1E_normal.jpg
1942368986051796992,CunZai1069,存存之王,"臭敲代码的 | INTP | 中抑重焦, 貌似还在恶化🙃。喜欢画画和编曲，可以和我私信交流，看到就会回复的！个人网站https://t.co/kOm2R6CHtc但是目前还在搭建中！https://t.co/0gQFjhG3jU",,759,508,359,3,False,,2025-07-07T23:44:03.000Z,https://pbs.twimg.com/profile_images/2043509872428490752/r5DJT75y_normal.jpg
1942218528100134912,youling_qaq,basibatuo🍥🏳️‍⚧️,"14岁初二生 低龄傻福推u  2*/2/2012
mtf🍥hrt:26.3.30
平时想发啥发啥
家暴党 年龄党
不谈论政治
成分复杂，部分帖子带有玩梗性质（求求你们别骂了😭😭😭）
随机互fo（私信也行）
坐标hncs
（taffy唐笑.mp3）
私信慢回",关注塔菲喵，关注塔菲谢谢喵,671,933,472,2,False,,2025-07-07T13:46:08.000Z,https://pbs.twimg.com/profile_images/2022914453998891008/mwmzVtyR_normal.jpg
1941907536032186368,Liunian_a,流年🏳️‍⚧️🍥,Mtf/2009.9.29/hrt2025.11.12 无证含糖 身高162体重48 生错性别的小女孩 抑郁 性别焦虑 已出柜 高中牲 休学中 超级社恐 谢谢大家关注和喜欢喔 对所有人友善 随便发发 有点负能量不od不割手手不见证同类欢迎互fo喵 妹妹:@TixItem4527 姐姐:@NanakoLumkung,,1341,531,874,5,False,,2025-07-06T17:10:23.000Z,https://pbs.twimg.com/profile_images/2023595768003915777/XdVYeEpP_normal.jpg
1940774176371212288,MtfReport,MtF.Report,https://t.co/Mxs6Bpc5u2 是一个致力于研究与支持中国青少年跨性别女性（MtF）的小型公益平台。我们通过深入的调研和真实案例，打破信息壁垒，让世界了解她们的处境，帮助她们走出困境，迈向更安全、更有尊严的生活。,,207,4,6,3,False,,2025-07-03T14:06:45.000Z,https://pbs.twimg.com/profile_images/1940774961893068800/K65GvlVk_normal.jpg
1938210111992074240,FJUNNNN,F菌🏳️‍⚧️,「这里是二号机，一号机炸了」大龄MTF，可以叫我米糊或者芙芙（fufu）哦，宝宝们快回来和我互fo吧~,,1738,874,711,9,False,,2025-06-26T12:18:21.000Z,https://pbs.twimg.com/profile_images/1938242264343744512/EocErPc4_normal.jpg
1936075265752641536,maxC47884317783,古明地　こいし🍥,"医学牲｜持证含🍥｜最可爱的妹妹@phenol_haruka｜对象❤️@dorothy1614926
想以温柔待人喵，梦想是成为最友跨的医生。（努力中）",喵星医科大学,173,286,472,2,False,,2025-06-20T14:54:57.000Z,https://pbs.twimg.com/profile_images/2041477980258717697/rCjeZcXT_normal.jpg
1934433426406531072,AB_aboutTrans,aboutTrans 关于跨性别,我们致力于为公众提供以 #跨性别 为主，并涵盖多元性别议题的相关知识，以帮助更多人了解和支持这一群体！,,108,0,2,1,False,,2025-06-16T02:11:11.000Z,https://pbs.twimg.com/profile_images/2033494512212062208/WPKK_9sd_normal.jpg
1931228214954979328,Ryou_DF,RyouDYFZ,奇怪的账号🏳️‍⚧️｜Member of @MtFReport ｜Girlfriend @Haodu_dev,"Chongqing, China",151,319,488,1,False,,2025-06-07T05:54:33.000Z,https://pbs.twimg.com/profile_images/2027346221204160512/dcKAhLpA_normal.jpg
1931206572447072256,Molify152362,磨光子,数学研0/trans girl/185cm天空树/hrt2025.6.？——2026.1.9，2026.2.28——？/频道https://t.co/ASi6IlWyRm,峰城大附属学园,1397,807,597,3,False,,2025-06-07T04:28:28.000Z,https://pbs.twimg.com/profile_images/1984309067368759296/kCb7Rosh_normal.jpg
1929416262989557760,maoxian1527,猫弦nekogen🍥,🤍2010.11.17🤍 | kitty live system | 碎碎念 | 🏳️‍⚧️友好 | 看心情互fo | 防走丢@maoxiansql | 诡秘@zqtlovekris99 | 姐姐@OuO_QwQg | 对象@Meph4786 | 金主@Acmduemsks,距离你5.2km,2041,269,2419,3,False,,2025-06-02T05:54:41.000Z,https://pbs.twimg.com/profile_images/2053311135085191168/elVU_DBn_normal.jpg
1928795754346459138,existornull,奈芸🍥,"10后/mtf/intp/164 100/持证含糖/pjsk
柰芸喜欢早上一杯咖啡一本书，下午一壶茶一个唱片，晚上一场散步一架琴的生活
希望世界能温柔一点
小证25.12.15 hrt8.16
🚪30",中国浙江,115,209,98,1,False,,2025-05-31T12:49:03.000Z,https://pbs.twimg.com/profile_images/1999500760246288384/rM1oLj6C_normal.jpg
1928763645023883264,luo_66ccff,瓷吟鸢🍥,Mtf/2009.1.31/萌新coser/高中牲/HRT 2026-4-12/深柜中 抑郁 有点点负面 对所有人友善 不od 欢迎大家找我玩,距你10米,34,88,165,1,False,,2025-05-31T10:41:34.000Z,https://pbs.twimg.com/profile_images/2020842128876924928/wLRucKhr_normal.jpg
1928705633135767600,AuroraLight_01,芸光酱AuroraLight 🍥🏳️‍⚧️,"13岁 7年级 也许是泛性恋？推龄最小的? 
无证小药娘🍥2026.4.7 MTF
从小想做个女孩子-炸柜：5.2,断糖ing
喜欢折腾电脑和会一点编程
分享Hrt日常-自残🔪  不Od💊  
关注芸光谢谢喵~（目标800fo QWQ）
—————
过去的已逝，就这样吧",湖北潜江,780,14,569,5,False,,2025-05-31T06:51:03.000Z,https://pbs.twimg.com/profile_images/2050189894278897664/xk4hCXpu_normal.jpg
1926506432276348928,linwei130,堇&小救,MTF🏳️‍⚧️｜小证含糖🍥｜已出柜 ｜ISFP-T｜碎碎念｜抑郁中｜同类互fo喵｜目前和喜欢的姐姐@Angel_SaveUsAll共号中,距离你520m,759,627,760,2,False,,2025-05-25T05:12:03.000Z,https://pbs.twimg.com/profile_images/2046139436388524032/4kuTsCGF_normal.jpg
1926444025478778880,morikawayuu160c,Phạm Ngọc Hân 🏳️‍⚧️🍥,🏳️‍⚧️🏳️‍🌈🍥🦊🐾 MtF/MtX? | she/they | Transles/T4T | HRT:20250813 | Furry | 持证含糖 | 已出柜| 不od不割手不键政,,408,845,1394,2,False,,2025-05-25T01:03:54.000Z,https://pbs.twimg.com/profile_images/2029195967812259840/Of2Mywe2_normal.jpg
1922587009652240384,HeiXiao1734,悠奕🍥🏳️‍⚧️（可线下）,"xyn /一只小药娘/身高172cm,60kg/ 可线下 /东莞、深圳、广州、佛山可约/QQ：990313151 /🚪16.6不卖图包、视频，过🚪就视频全发",福瑞公寓,46,57,22,1,False,,2025-05-14T09:37:31.000Z,https://pbs.twimg.com/profile_images/2052614642594369536/ZMxL3lzj_normal.jpg
1915124824126427137,Grtr_nk,🐱🍥灰尾猫🍥🐱,"暴论bot
翻车顺女HRT23.05.29/多意识体OSDD+cptsd/od💊ed BMI14.2😇/ pfp @LeonRui_ / 里帐 @Luminme_Vas 互关请私信",🚪68/128,1391,686,592,3,False,,2025-04-23T19:25:21.000Z,https://pbs.twimg.com/profile_images/1998235803676463104/qPOn02np_normal.jpg
1913670958222880768,c0ffe3354826,c0ffe3🍥🏳️‍⚧️,"187/51  丨   intp    丨 cs2重度依赖  丨出厂日期
2010.5.19  丨",卡莫纳,4,32,4,1,False,,2025-04-19T19:08:17.000Z,https://pbs.twimg.com/profile_images/1963271676956983297/r2J9TiEV_normal.jpg
1911986540416585728,mollymollysweet,🏳️‍⚧️小茉莉很甜🩷,09mtf/🇭🇰/姐姐們叫我苿苿就好/生日3.15/she.her/infp/173.56/71.59.82/🍥202?.??.??🥹/🩵動森/最最最可愛的妹妹： @dongguacute !!!!!! 最最最愛的姐姐： @xier0405!!!!!!,,690,1194,951,2,False,,2025-04-15T03:34:58.000Z,https://pbs.twimg.com/profile_images/1963882232504107008/Tk4Rl_wz_normal.jpg
1910605041087766529,Xynxynxynxyn111,昭鹃喵🍥,xyn🏳️‍⚧️｜MTF🏳️‍⚧️🌭｜可以叫窝昭鹃喵｜INFJ｜无证含糖🍥2025/04/02｜ASD｜ADHD｜NPD｜NSSI｜ASPD｜CNMD｜192cm｜168斤喵｜谢谢互fo,,354,609,327,3,False,,2025-04-11T08:05:59.000Z,https://pbs.twimg.com/profile_images/2041174991413420032/ZVSdmmUJ_normal.jpg
1908653241489121286,chnkixn1034469,Dzero🍥凋零,2009.7.9出产喵/173cm*53kg\mtf:26年3月14日\重抑+重焦\已经炸柜了 4月被关医院一个月目前已出院_4月17日断糖...5月4号起已恢复hrt，快来和我互fo吧！,地球🌏,194,535,94,1,False,,2025-04-05T22:50:09.000Z,https://pbs.twimg.com/profile_images/2051955369673719808/mK8b04B-_normal.jpg
1906595429162299392,Dream_Shards,碎梦🍥,"一只漂浮的蓝色水母/hrt：26.2.18/LGBTQ+支持/地雷系重力系/精神情绪不稳定警告⚠️
恋人：@zhangxiaofu673",距离你3.2km,133,167,402,1,False,,2025-03-31T06:32:41.000Z,https://pbs.twimg.com/profile_images/1960114767957495808/J-I_P5-U_normal.jpg
1906356680511950848,TSKrwglq,水月🏳️‍⚧️,无证含糖|绪山真寻厨|操作系统爱好者|生产日期：2011/3/9|HRT日期：2025/8/9|已出柜|聊城,聊城市,146,228,203,1,False,,2025-03-30T14:45:23.000Z,https://pbs.twimg.com/profile_images/2045911444726988800/jaAZ8MW-_normal.jpg
1904873292366036992,Chiyuyu520,池鱼鱼🍥,"出生日期2010 0907 HRT:2025 0324
跨过晨昏线，便是永夜|完全和平主义者
不会回关 只关注朋友 可以私聊询问
被我屏蔽就是因为你发了我讨厌的内容
我们的世界，终会像孩童时，怀着真挚的向往写下的作文一样美好",世界本该是你 醒来的模样。,3932,1291,1423,9,False,,2025-03-26T12:29:26.000Z,https://pbs.twimg.com/profile_images/1966428664674873344/UPFjBexp_normal.jpg
1903099585129816064,tokerumaisurii,小虚空🍥,虚空猫猫鱼 ¦ 我等心友🪼 @VentusUta :: 🎇 @Opiumash :: 🐱 @_rawSalmon ¦ 我觉得我每天都活在卖火柴的小女孩临终时的那种幻想里 ¦ https://t.co/2EQB4n1ssZ,Ripley's Aquarium of Canada,3810,315,19304,11,False,,2025-03-21T15:01:17.000Z,https://pbs.twimg.com/profile_images/2037110980358868993/9NOxcDIU_normal.jpg
1900108524304076800,qi_bu64350,Ciallo～(∠・ω ≤ )︵★🍥🏳️‍⚧️,"前@Ciallo_114_514 
一切过激言论均由第二人格控制发布
随缘回fo，私信互fo
个人简介看上个号",第五高原,627,620,1063,3,False,,2025-03-13T08:56:07.000Z,https://pbs.twimg.com/profile_images/2049695578402304000/1dyUSXys_normal.jpg
1898849785559580672,Sakura_RinSaki,絨絨丨🍥,"凜咲咲丨hrt 26.02.10丨47kg丨不可愛的負面帳號
@moon_sakiki
丨tg:SukuMurong
丨 吸血喵喵
丨小雜魚 @Natsukikawaii_",台灣 台中和南投,2275,98,3665,7,False,,2025-03-09T21:34:13.000Z,https://pbs.twimg.com/profile_images/2049943192460746752/1xd0bdTU_normal.jpg
1896812508289404928,erciyuanha87431,🐹宇航🐹（关爱药娘版🏳️‍⚧️🏳️‍🌈互Of）我❤️福瑞🌈）药圈教父🍥）人脉王🍥）,"有阿斯伯格综合症患者一个🤗～超级喜欢交朋友（包容万物支持平权主义🇨🇳推止于推）
关爱🍥小药娘🏳️‍⚧️🏳️‍🌈🇨🇳（求互Of）
重点：并未吃糖🍥
出轨的老婆：@siangel0911
逃生舱：@zhoyhng276158
干女儿：@gdioiui
（我是泛性恋😭不是一定就是同性恋😭）",类固醇星球,1112,2058,4295,3,False,,2025-03-04T06:38:52.000Z,https://pbs.twimg.com/profile_images/2024699703582224384/Oqfhnfhj_normal.jpg
1895898209605562368,LiFeng88725,晚风～让风轻轻地吹过她的裙摆🍁🍂🫧🍥🏳️‍⚧️🍭🍬,一个普普通通的xyn，这里是我的小号，大号@XPz7qZexOZH76pb,,37,157,20,1,False,,2025-03-01T18:06:12.000Z,https://pbs.twimg.com/profile_images/2042991761145102336/KgeKfX0w_normal.jpg
1895733298867122176,xynkeainie,三叶,03年药娘161cm/48kg） 坐标长沙,,10184,116,169,45,False,,2025-03-01T07:10:43.000Z,https://pbs.twimg.com/profile_images/1897348167664074752/2PfJ2n9W_normal.jpg
1894461745277931524,Rain_Antar1121,Rain Antares🏳️‍⚧️🍥,MtF🏳️‍⚧️ | 07年的南京女孩纸🍬 | 同类互fo喵🍥 | 可以叫我瑞或者ra | 温顺软软小动物 | 社恐小透明 | 中二病随时发作 | 可爱就忍不住想抱紧紧 | 天文/航天/航空/科幻/一切好玩的事情 | 认真观察有趣的世界 | 贴贴愿意看到这里的你🥰,"Triton, Neptune",4067,6049,3043,11,False,,2025-02-25T18:57:47.000Z,https://pbs.twimg.com/profile_images/2042559105353842688/Hs-yW50g_normal.jpg
1893167873209856000,mxyzcdb,翅翅膀喵喵喵,高一物化生不想读｜前信息竞赛之AI大手子｜mtx｜私信互fo｜张臂以爱拥世人，惟愿温润暖乾坤｜愿我们都能带着温柔走很远很远(๑•̀ㅂ•́)و✧｜团队 @TeamTransmtf ｜大号 @axzamyzed ｜好姐姐 @Kiss_light233 @tingxinzhongyu,,850,392,2509,2,False,,2025-02-22T05:16:27.000Z,https://pbs.twimg.com/profile_images/2032366819802300422/sVzhVvEF_normal.jpg
1889695481938448384,PnKoZCN,東雪蓮🍥 🏳‍⚧Official,MtF🏳‍⚧ | 无证🍥 | INFP-T | 166cm | 45kg | 40码 | LGBT | 生产日期🎂2010.5.4 | 重庆 | 私信互fo | 不OD💊 | 不自残🔪 | 不抽烟🚬 | 不喝酒🍻 | ✉️匿名信箱:https://t.co/MQTknnuIgG,,1647,392,657,3,False,,2025-02-12T15:18:26.000Z,https://pbs.twimg.com/profile_images/2024022645017382912/n0dFsnqK_normal.jpg
1889157954143981568,_blueberrysauce,小小菠萝包🍥,好朋友@liciiQAQ 妹妹/推特托管人@Chiyuyu520,江苏,2882,1294,3000,7,False,,2025-02-11T03:42:26.000Z,https://pbs.twimg.com/profile_images/1907076397060808704/k0sUv7QG_normal.jpg
1887391023976038400,xiey57828,沐桃🍥,,柜子外面,579,308,1993,2,False,,2025-02-06T06:41:19.000Z,https://pbs.twimg.com/profile_images/2053082035531739136/h5Zx5o6p_normal.jpg
1886330442657214465,HHH2309nyan,HHH2309,"苦逼高中生|OIer（即将AFO）|C＃绝赞学习中|友跨🏳️‍⚧️|或许是Mt..我不知道|ADHD|喜欢一切可爱的东西
祝你生活愉快！
互fo喵喵

TG https://t.co/ZS545LodmW",喵星！,615,678,1440,2,False,,2025-02-03T08:27:13.000Z,https://pbs.twimg.com/profile_images/1886330590829613056/0gDUuvTD_normal.jpg
1884523559546191872,chnyngxn777912,香草青丘酱🍥,放弃助人情节，尊重他人命运,,28,65,172,1,False,,2025-01-29T08:47:02.000Z,https://pbs.twimg.com/profile_images/2026275741973856256/Yu75WtPh_normal.jpg
1882873467340832768,1896dddd71391,1896dddd,,,9,28,385,2,False,,2025-01-24T19:30:04.000Z,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
1882679150034694144,emm101215,emm…🍥🏳️‍⚧️,170cm 46kg/mtf/infp/hrt：2026.2.5/无证含糖/生产日期：2010.12.15 诡秘@baiyao105,,104,185,122,2,False,,2025-01-24T06:38:17.000Z,https://pbs.twimg.com/profile_images/1882679297128943616/HmNCsRoN_normal.jpg
1882678524596867072,gdioiui,​圣三一第一步枪 🍥 ❄️,"好平静....
账号已委托（）",地下室to太平间,1653,429,6504,3,False,,2025-01-24T06:35:21.000Z,https://pbs.twimg.com/profile_images/2009627080758349825/-Njyeb88_normal.jpg
1877473083063201792,dorothy1614926,文椛🌸 恋🍥🏳️‍⚧️,🌸可愛のこいし、閉じた恋の瞳、ただ無邪気な小天使の文椛ちゃんなのににゃ～🌸｜东方众｜磕觉恋｜精神状态良好，超温柔～｜无证含🍥｜互fo｜如果有不开心的事都可以找椛椛聊天噢～｜最最最最可爱的妹妹&恋人❤️@maxC47884317783｜世另我？@wenhuamengyue,看看你身后喵,456,529,1443,1,False,,2025-01-09T21:50:55.000Z,https://pbs.twimg.com/profile_images/2029794137164369924/mmgEnuwY_normal.jpg
1875828440760553472,BacklightTown,Backlight Town 逆光小镇,"逆光小镇于2016年11月在Telegram上成立，是华语圈规模最大的跨性别交流社群。
 
我们的社群多元包容，成员包括现居多个国家的跨性别者及酷儿、盟友(Ally)等。无论何时你都可以在群组里探索认同，交流观点，和取得陪伴。
 
欢迎点击下方连结填写入群申请单：",,435,91,415,1,False,,2025-01-05T08:55:51.000Z,https://pbs.twimg.com/profile_images/1875828663264178176/gM3wxwML_normal.jpg
1874248541763465216,a15200169891,云逸静梦🏳️‍⚧️,家长不管党/休学/高一/已炸柜/河北,梦想国度,23,36,91,1,False,,2025-01-01T00:17:37.000Z,https://pbs.twimg.com/profile_images/2051092880048144384/0_awL54t_normal.jpg
1872130736872144897,yanzhenzhen21,言箴甄🍥,世界好温柔我爱这个世界，世界支离破碎抱抱我     姐姐@SnowFoxSama,=ᗜωᗜ=,1500,908,1195,5,False,,2024-12-26T04:02:16.000Z,https://pbs.twimg.com/profile_images/1985476488385458176/j0Tc333U_normal.jpg
